id,voc_type_cd,voc_type_nm,voc_cnt,day_cnt
E1014575,9,해지,1,1
E1014576,6,청구 수/미납,1,1
E1014577,9,해지,1,1
E1014578,9,해지,5,1
E1014579,5,변경/조회,1,1
E1014579,12,업무협조,1,1
E1014580,12,업무협조,2,2
E1014581,1,가입,1,1
E1014581,9,해지,1,1
E1014582,5,변경/조회,1,1
E1014582,9,해지,1,1
E1014582,12,업무협조,1,1
E1014583,5,변경/조회,1,1
E1014584,10,혜택,1,1
E1014585,8,품질,1,1
E1014586,12,업무협조,1,1
E1014587,3,채널,1,1
E1014588,4,이용,1,1
E1014589,5,변경/조회,2,1
E1014589,9,해지,2,2
E1014590,4,이용,1,1
E1014591,5,변경/조회,1,1
E1014592,12,업무협조,2,1
E1014593,12,업무협조,1,1
E1014594,6,청구 수/미납,1,1
E1014594,12,업무협조,1,1
E1014595,5,변경/조회,1,1
E1014596,3,채널,1,1
E1014597,7,AS,2,1
E1014598,5,변경/조회,1,1
E1014599,3,채널,5,5
E1014600,5,변경/조회,1,1
E1014601,5,변경/조회,1,1
E1014602,5,변경/조회,1,1
E1014603,6,청구 수/미납,1,1
E1014603,12,업무협조,1,1
E1014604,9,해지,1,1
E1014605,5,변경/조회,1,1
E1014606,5,변경/조회,1,1
E1014606,7,AS,1,1
E1014607,10,혜택,1,1
E1014608,12,업무협조,1,1
E1014609,3,채널,1,1
E1014609,9,해지,2,2
E1014609,12,업무협조,3,2
E1014610,6,청구 수/미납,2,1
E1014611,4,이용,1,1
E1014612,3,채널,1,1
E1014612,6,청구 수/미납,1,1
E1014612,12,업무협조,1,1
E1014613,11,정보보호/언론보도,1,1
E1014614,6,청구 수/미납,1,1
E1014615,5,변경/조회,1,1
E1014616,3,채널,2,2
E1014616,5,변경/조회,2,2
E1014616,6,청구 수/미납,1,1
E1014616,7,AS,1,1
E1014616,8,품질,1,1
E1014616,9,해지,6,5
E1014616,12,업무협조,1,1
E1014617,1,가입,1,1
E1014617,12,업무협조,1,1
E1014618,1,가입,1,1
E1014619,4,이용,1,1
E1014619,5,변경/조회,2,2
E1014620,9,해지,3,1
E1014621,8,품질,1,1
E1014622,6,청구 수/미납,1,1
E1014623,12,업무협조,2,1
E1014624,3,채널,1,1
E1014624,5,변경/조회,1,1
E1014624,12,업무협조,2,1
E1014625,12,업무협조,1,1
E1014626,9,해지,1,1
E1014627,12,업무협조,1,1
E1014628,4,이용,1,1
E1014628,12,업무협조,1,1
E1014629,12,업무협조,1,1
E1014630,12,업무협조,1,1
E1014631,6,청구 수/미납,1,1
E1014632,9,해지,1,1
E1014633,6,청구 수/미납,1,1
E1014634,9,해지,1,1
E1014635,1,가입,1,1
E1014636,6,청구 수/미납,1,1
E1014636,12,업무협조,1,1
E1014637,5,변경/조회,1,1
E1014638,8,품질,1,1
E1014639,5,변경/조회,1,1
E1014639,6,청구 수/미납,1,1
E1014639,12,업무협조,2,2
E1014640,6,청구 수/미납,2,1
E1014641,9,해지,1,1
E1014642,5,변경/조회,1,1
E1014642,6,청구 수/미납,2,1
E1014643,10,혜택,1,1
E1014644,1,가입,1,1
E1014645,5,변경/조회,2,2
E1014646,6,청구 수/미납,2,2
E1014647,5,변경/조회,1,1
E1014647,12,업무협조,2,1
E1014648,9,해지,1,1
E1014649,5,변경/조회,1,1
E1014649,8,품질,1,1
E1014650,11,정보보호/언론보도,1,1
E1014651,1,가입,1,1
E1014652,5,변경/조회,1,1
E1014652,9,해지,1,1
E1014653,3,채널,1,1
E1014654,5,변경/조회,1,1
E1014655,9,해지,1,1
E1014656,3,채널,1,1
E1014657,4,이용,1,1
E1014658,9,해지,1,1
E1014659,3,채널,1,1
E1014660,5,변경/조회,1,1
E1014660,12,업무협조,2,1
E1014661,6,청구 수/미납,1,1
E1014662,3,채널,2,1
E1014662,12,업무협조,2,2
E1014663,6,청구 수/미납,1,1
E1014663,12,업무협조,1,1
E1014664,3,채널,1,1
E1014664,9,해지,3,2
E1014664,12,업무협조,5,3
E1014665,6,청구 수/미납,1,1
E1014665,12,업무협조,1,1
E1014666,4,이용,1,1
E1014666,12,업무협조,1,1
E1014667,6,청구 수/미납,1,1
E1014668,6,청구 수/미납,1,1
E1014669,8,품질,1,1
E1014670,12,업무협조,1,1
E1014671,6,청구 수/미납,1,1
E1014672,6,청구 수/미납,1,1
E1014673,5,변경/조회,1,1
E1014674,9,해지,1,1
E1014675,6,청구 수/미납,1,1
E1014676,9,해지,1,1
E1014677,6,청구 수/미납,1,1
E1014677,12,업무협조,1,1
E1014678,12,업무협조,1,1
E1014679,1,가입,1,1
E1014679,4,이용,1,1
E1014680,4,이용,1,1
E1014681,9,해지,1,1
E1014682,3,채널,2,1
E1014682,9,해지,1,1
E1014683,2,개통,2,1
E1014684,6,청구 수/미납,1,1
E1014685,5,변경/조회,1,1
E1014686,9,해지,1,1
E1014687,4,이용,1,1
E1014687,6,청구 수/미납,1,1
E1014687,10,혜택,1,1
E1014688,2,개통,1,1
E1014689,9,해지,1,1
E1014690,10,혜택,1,1
E1014691,5,변경/조회,2,1
E1014692,9,해지,1,1
E1014693,1,가입,1,1
E1014694,12,업무협조,1,1
E1014695,5,변경/조회,1,1
E1014696,7,AS,1,1
E1014696,8,품질,1,1
E1014697,12,업무협조,1,1
E1014698,4,이용,1,1
E1014698,12,업무협조,1,1
E1014699,9,해지,1,1
E1014700,3,채널,1,1
E1014700,4,이용,1,1
E1014700,6,청구 수/미납,1,1
E1014700,9,해지,2,2
E1014701,1,가입,1,1
E1014702,11,정보보호/언론보도,1,1
E1014702,12,업무협조,2,1
E1014703,9,해지,1,1
E1014704,4,이용,1,1
E1014704,12,업무협조,2,1
E1014705,9,해지,1,1
E1014706,6,청구 수/미납,1,1
E1014707,5,변경/조회,1,1
E1014707,9,해지,1,1
E1014708,4,이용,2,2
E1014709,5,변경/조회,1,1
E1014710,12,업무협조,1,1
E1014711,5,변경/조회,1,1
E1014712,5,변경/조회,1,1
E1014713,9,해지,1,1
E1014714,1,가입,1,1
E1014715,4,이용,1,1
E1014716,10,혜택,2,2
E1014717,1,가입,1,1
E1014718,4,이용,1,1
E1014719,9,해지,2,2
E1014720,3,채널,1,1
E1014720,4,이용,1,1
E1014720,6,청구 수/미납,2,1
E1014720,10,혜택,1,1
E1014721,6,청구 수/미납,1,1
E1014722,5,변경/조회,1,1
E1014723,12,업무협조,2,1
E1014724,6,청구 수/미납,1,1
E1014725,5,변경/조회,1,1
E1014725,9,해지,2,1
E1014726,8,품질,1,1
E1014727,4,이용,3,2
E1014727,6,청구 수/미납,1,1
E1014728,9,해지,1,1
E1014729,5,변경/조회,1,1
E1014730,2,개통,1,1
E1014731,4,이용,1,1
E1014731,5,변경/조회,1,1
E1014731,6,청구 수/미납,1,1
E1014732,6,청구 수/미납,1,1
E1014733,4,이용,1,1
E1014734,8,품질,1,1
E1014735,7,AS,1,1
E1014735,8,품질,1,1
E1014736,1,가입,1,1
E1014737,6,청구 수/미납,1,1
E1014738,3,채널,1,1
E1014738,5,변경/조회,1,1
E1014738,6,청구 수/미납,2,1
E1014739,1,가입,2,2
E1014740,1,가입,1,1
E1014741,4,이용,1,1
E1014742,4,이용,1,1
E1014743,9,해지,1,1
E1014744,1,가입,1,1
E1014745,10,혜택,1,1
E1014745,12,업무협조,1,1
E1014746,4,이용,1,1
E1014747,1,가입,2,1
E1014747,9,해지,1,1
E1014748,5,변경/조회,1,1
E1014749,9,해지,2,2
E1014750,9,해지,2,1
E1014751,6,청구 수/미납,1,1
E1014752,5,변경/조회,2,2
E1014753,9,해지,1,1
E1014754,8,품질,1,1
E1014755,6,청구 수/미납,1,1
E1014755,12,업무협조,1,1
E1014756,4,이용,1,1
E1014757,5,변경/조회,1,1
E1014757,8,품질,1,1
E1014757,12,업무협조,1,1
E1014758,9,해지,1,1
E1014759,9,해지,1,1
E1014759,12,업무협조,1,1
E1014760,4,이용,2,2
E1014761,6,청구 수/미납,1,1
E1014762,9,해지,1,1
E1014763,2,개통,1,1
E1014763,9,해지,1,1
E1014764,1,가입,1,1
E1014764,5,변경/조회,1,1
E1014764,12,업무협조,1,1
E1014765,5,변경/조회,1,1
E1014765,12,업무협조,1,1
E1014766,5,변경/조회,1,1
E1014767,9,해지,2,2
E1014768,6,청구 수/미납,1,1
E1014769,9,해지,2,1
E1014770,1,가입,1,1
E1014771,8,품질,1,1
E1014771,12,업무협조,1,1
E1014772,3,채널,1,1
E1014773,12,업무협조,3,2
E1014774,4,이용,1,1
E1014774,12,업무협조,1,1
E1014775,4,이용,1,1
E1014775,12,업무협조,1,1
E1014776,5,변경/조회,1,1
E1014777,1,가입,1,1
E1014777,4,이용,4,4
E1014777,5,변경/조회,2,2
E1014777,8,품질,1,1
E1014777,12,업무협조,3,3
E1014778,9,해지,1,1
E1014779,8,품질,1,1
E1014780,6,청구 수/미납,1,1
E1014781,12,업무협조,9,5
E1014782,5,변경/조회,1,1
E1014783,6,청구 수/미납,1,1
E1014784,5,변경/조회,1,1
E1014785,6,청구 수/미납,1,1
E1014786,3,채널,1,1
E1014786,4,이용,1,1
E1014786,6,청구 수/미납,1,1
E1014786,12,업무협조,1,1
E1014787,4,이용,2,2
E1014787,6,청구 수/미납,1,1
E1014788,12,업무협조,1,1
E1014789,1,가입,1,1
E1014790,6,청구 수/미납,1,1
E1014790,10,혜택,1,1
E1014791,1,가입,1,1
E1014792,3,채널,1,1
E1014793,1,가입,1,1
E1014794,6,청구 수/미납,1,1
E1014795,6,청구 수/미납,1,1
E1014796,6,청구 수/미납,1,1
E1014796,9,해지,1,1
E1014796,12,업무협조,1,1
E1014797,8,품질,1,1
E1014798,6,청구 수/미납,5,2
E1014798,12,업무협조,1,1
E1014799,8,품질,1,1
E1014800,9,해지,1,1
E1014801,12,업무협조,1,1
E1014802,5,변경/조회,1,1
E1014803,6,청구 수/미납,1,1
E1014803,12,업무협조,1,1
E1014804,5,변경/조회,1,1
E1014805,6,청구 수/미납,1,1
E1014806,12,업무협조,1,1
E1014807,7,AS,1,1
E1014807,8,품질,1,1
E1014808,2,개통,2,1
E1014809,12,업무협조,1,1
E1014810,8,품질,1,1
E1014811,6,청구 수/미납,1,1
E1014811,9,해지,1,1
E1014812,9,해지,1,1
E1014813,4,이용,1,1
E1014813,12,업무협조,1,1
E1014814,3,채널,1,1
E1014814,9,해지,2,1
E1014815,1,가입,1,1
E1014815,3,채널,1,1
E1014815,9,해지,2,1
E1014815,12,업무협조,2,2
E1014816,9,해지,1,1
E1014817,5,변경/조회,1,1
E1014818,8,품질,1,1
E1014819,5,변경/조회,1,1
E1014820,8,품질,1,1
E1014820,12,업무협조,1,1
E1014821,2,개통,1,1
E1014821,3,채널,1,1
E1014822,9,해지,1,1
E1014823,2,개통,1,1
E1014824,6,청구 수/미납,1,1
E1014825,9,해지,1,1
E1014826,5,변경/조회,1,1
E1014827,5,변경/조회,1,1
E1014828,6,청구 수/미납,1,1
E1014829,6,청구 수/미납,1,1
E1014830,1,가입,1,1
E1014831,4,이용,1,1
E1014832,12,업무협조,1,1
E1014833,9,해지,1,1
E1014834,6,청구 수/미납,1,1
E1014835,3,채널,1,1
E1014835,8,품질,2,1
E1014836,12,업무협조,1,1
E1014837,8,품질,1,1
E1014838,6,청구 수/미납,1,1
E1014839,6,청구 수/미납,1,1
E1014839,10,혜택,1,1
E1014839,12,업무협조,1,1
E1014840,1,가입,1,1
E1014841,5,변경/조회,1,1
E1014842,6,청구 수/미납,3,3
E1014842,12,업무협조,1,1
E1014843,6,청구 수/미납,1,1
E1014844,12,업무협조,1,1
E1014845,12,업무협조,1,1
E1014846,9,해지,1,1
E1014847,5,변경/조회,1,1
E1014848,9,해지,1,1
E1014849,3,채널,1,1
E1014850,5,변경/조회,2,2
E1014850,12,업무협조,1,1
E1014851,10,혜택,1,1
E1014851,12,업무협조,3,2
E1014852,5,변경/조회,1,1
E1014853,5,변경/조회,1,1
E1014854,1,가입,1,1
E1014854,12,업무협조,2,1
E1014855,4,이용,1,1
E1014856,4,이용,1,1
E1014857,12,업무협조,1,1
E1014858,9,해지,1,1
E1014859,3,채널,1,1
E1014859,6,청구 수/미납,1,1
E1014860,1,가입,1,1
E1014861,12,업무협조,3,1
E1014862,5,변경/조회,1,1
E1014862,9,해지,2,2
E1014862,12,업무협조,1,1
E1014863,12,업무협조,6,4
E1014864,7,AS,1,1
E1014864,8,품질,1,1
E1014864,9,해지,1,1
E1014865,1,가입,1,1
E1014866,9,해지,3,3
E1014867,12,업무협조,1,1
E1014868,9,해지,1,1
E1014869,4,이용,1,1
E1014870,6,청구 수/미납,1,1
E1014871,8,품질,1,1
E1014872,9,해지,1,1
E1014873,1,가입,1,1
E1014873,9,해지,1,1
E1014874,5,변경/조회,1,1
E1014875,5,변경/조회,1,1
E1014876,6,청구 수/미납,2,1
E1014877,4,이용,2,2
E1014877,5,변경/조회,1,1
E1014878,1,가입,1,1
E1014878,12,업무협조,1,1
E1014879,6,청구 수/미납,1,1
E1014880,6,청구 수/미납,1,1
E1014881,12,업무협조,1,1
E1014882,9,해지,2,1
E1014883,9,해지,2,1
E1014884,8,품질,1,1
E1014885,1,가입,1,1
E1014885,2,개통,2,2
E1014886,6,청구 수/미납,1,1
E1014887,4,이용,1,1
E1014887,9,해지,1,1
E1014888,9,해지,1,1
E1014889,9,해지,2,1
E1014890,5,변경/조회,1,1
E1014891,7,AS,2,2
E1014891,8,품질,1,1
E1014892,5,변경/조회,1,1
E1014893,12,업무협조,2,2
E1014894,9,해지,1,1
E1014895,6,청구 수/미납,1,1
E1014896,9,해지,1,1
E1014897,6,청구 수/미납,1,1
E1014898,5,변경/조회,1,1
E1014898,12,업무협조,1,1
E1014899,8,품질,1,1
E1014900,4,이용,1,1
E1014901,12,업무협조,2,2
E1014902,9,해지,1,1
E1014903,6,청구 수/미납,1,1
E1014904,5,변경/조회,1,1
E1014904,9,해지,1,1
E1014905,9,해지,2,1
E1014905,12,업무협조,1,1
E1014906,12,업무협조,1,1
E1014907,4,이용,1,1
E1014907,12,업무협조,1,1
E1014908,6,청구 수/미납,1,1
E1014909,8,품질,1,1
E1014910,6,청구 수/미납,1,1
E1014910,7,AS,2,1
E1014910,8,품질,1,1
E1014910,12,업무협조,2,1
E1014911,12,업무협조,3,2
E1014912,12,업무협조,2,2
E1014913,9,해지,2,2
E1014914,6,청구 수/미납,2,1
E1014915,6,청구 수/미납,1,1
E1014916,4,이용,1,1
E1014916,8,품질,1,1
E1014916,12,업무협조,1,1
E1014917,4,이용,1,1
E1014918,5,변경/조회,1,1
E1014918,9,해지,1,1
E1014919,8,품질,2,1
E1014920,6,청구 수/미납,1,1
E1014921,6,청구 수/미납,1,1
E1014922,9,해지,1,1
E1014923,1,가입,1,1
E1014924,8,품질,1,1
E1014925,9,해지,1,1
E1014926,6,청구 수/미납,1,1
E1014927,5,변경/조회,2,1
E1014928,12,업무협조,1,1
E1014929,1,가입,1,1
E1014929,12,업무협조,1,1
E1014930,4,이용,1,1
E1014930,6,청구 수/미납,1,1
E1014930,12,업무협조,1,1
E1014931,12,업무협조,1,1
E1014932,10,혜택,1,1
E1014933,9,해지,1,1
E1014933,12,업무협조,3,2
E1014934,12,업무협조,2,1
E1014935,3,채널,1,1
E1014935,9,해지,1,1
E1014936,9,해지,2,2
E1014937,5,변경/조회,1,1
E1014937,6,청구 수/미납,1,1
E1014938,9,해지,1,1
E1014939,4,이용,2,2
E1014939,5,변경/조회,1,1
E1014939,6,청구 수/미납,1,1
E1014939,12,업무협조,1,1
E1014940,5,변경/조회,1,1
E1014941,9,해지,2,1
E1014942,5,변경/조회,1,1
E1014942,8,품질,1,1
E1014942,9,해지,1,1
E1014943,9,해지,1,1
E1014943,12,업무협조,2,1
E1014944,9,해지,1,1
E1014945,6,청구 수/미납,1,1
E1014946,9,해지,1,1
E1014947,12,업무협조,1,1
E1014948,6,청구 수/미납,1,1
E1014949,10,혜택,1,1
E1014950,9,해지,1,1
E1014951,9,해지,1,1
E1014951,11,정보보호/언론보도,1,1
E1014952,4,이용,1,1
E1014953,8,품질,1,1
E1014953,12,업무협조,1,1
E1014954,6,청구 수/미납,1,1
E1014955,12,업무협조,1,1
E1014956,12,업무협조,1,1
E1014957,9,해지,1,1
E1014958,5,변경/조회,2,2
E1014959,12,업무협조,1,1
E1014960,6,청구 수/미납,1,1
E1014961,6,청구 수/미납,1,1
E1014961,9,해지,1,1
E1014962,5,변경/조회,1,1
E1014963,1,가입,1,1
E1014963,6,청구 수/미납,1,1
E1014964,5,변경/조회,1,1
E1014965,6,청구 수/미납,1,1
E1014966,3,채널,1,1
E1014966,8,품질,1,1
E1014966,9,해지,1,1
E1014967,9,해지,1,1
E1014968,12,업무협조,1,1
E1014969,8,품질,1,1
E1014970,6,청구 수/미납,1,1
E1014971,1,가입,1,1
E1014971,4,이용,2,1
E1014971,5,변경/조회,1,1
E1014971,12,업무협조,3,3
E1014972,5,변경/조회,1,1
E1014972,10,혜택,1,1
E1014973,5,변경/조회,1,1
E1014973,12,업무협조,1,1
E1014974,12,업무협조,2,1
E1014975,1,가입,1,1
E1014975,12,업무협조,1,1
E1014976,3,채널,1,1
E1014976,9,해지,2,1
E1014977,12,업무협조,1,1
E1014978,1,가입,1,1
E1014979,12,업무협조,1,1
E1014980,12,업무협조,2,1
E1014981,9,해지,1,1
E1014982,6,청구 수/미납,2,2
E1014983,5,변경/조회,1,1
E1014983,9,해지,1,1
E1014984,1,가입,1,1
E1014984,12,업무협조,2,1
E1014985,5,변경/조회,1,1
E1014986,12,업무협조,1,1
E1014987,6,청구 수/미납,1,1
E1014988,5,변경/조회,1,1
E1014989,9,해지,1,1
E1014990,5,변경/조회,2,1
E1014991,5,변경/조회,1,1
E1014992,6,청구 수/미납,1,1
E1014993,6,청구 수/미납,3,2
E1014994,9,해지,1,1
E1014995,8,품질,1,1
E1014996,8,품질,1,1
E1014997,5,변경/조회,1,1
E1014998,6,청구 수/미납,1,1
E1014999,5,변경/조회,1,1
E1015000,5,변경/조회,2,2
E1015001,8,품질,1,1
E1015001,9,해지,1,1
E1015002,6,청구 수/미납,1,1
E1015003,10,혜택,1,1
E1015004,4,이용,1,1
E1015005,5,변경/조회,1,1
E1015006,9,해지,1,1
E1015007,9,해지,1,1
E1015008,7,AS,2,1
E1015008,8,품질,1,1
E1015008,12,업무협조,1,1
E1015009,5,변경/조회,1,1
E1015010,8,품질,1,1
E1015011,4,이용,1,1
E1015011,5,변경/조회,1,1
E1015012,9,해지,1,1
E1015013,6,청구 수/미납,1,1
E1015014,5,변경/조회,1,1
E1015015,5,변경/조회,1,1
E1015015,6,청구 수/미납,1,1
E1015015,9,해지,1,1
E1015015,12,업무협조,1,1
E1015016,3,채널,1,1
E1015017,10,혜택,1,1
E1015017,12,업무협조,1,1
E1015018,5,변경/조회,1,1
E1015019,5,변경/조회,1,1
E1015020,10,혜택,1,1
E1015021,4,이용,1,1
E1015021,5,변경/조회,1,1
E1015021,6,청구 수/미납,2,2
E1015021,12,업무협조,1,1
E1015022,6,청구 수/미납,2,2
E1015023,1,가입,1,1
E1015023,12,업무협조,2,1
E1015024,12,업무협조,1,1
E1015025,1,가입,1,1
E1015026,9,해지,1,1
E1015027,6,청구 수/미납,1,1
E1015028,5,변경/조회,1,1
E1015028,9,해지,3,2
E1015029,5,변경/조회,1,1
E1015030,1,가입,1,1
E1015031,4,이용,1,1
E1015032,7,AS,1,1
E1015032,8,품질,1,1
E1015033,8,품질,2,2
E1015034,8,품질,1,1
E1015034,12,업무협조,1,1
E1015035,1,가입,1,1
E1015035,3,채널,5,4
E1015035,8,품질,1,1
E1015036,12,업무협조,1,1
E1015037,9,해지,2,2
E1015038,12,업무협조,1,1
E1015039,5,변경/조회,2,2
E1015039,12,업무협조,2,2
E1015040,7,AS,1,1
E1015041,6,청구 수/미납,1,1
E1015042,6,청구 수/미납,1,1
E1015043,9,해지,1,1
E1015044,1,가입,1,1
E1015045,1,가입,1,1
E1015046,1,가입,2,2
E1015047,6,청구 수/미납,1,1
E1015048,10,혜택,2,1
E1015049,6,청구 수/미납,2,2
E1015050,1,가입,1,1
E1015050,10,혜택,1,1
E1015050,12,업무협조,1,1
E1015051,5,변경/조회,1,1
E1015051,8,품질,2,1
E1015051,9,해지,1,1
E1015051,12,업무협조,1,1
E1015052,5,변경/조회,1,1
E1015052,6,청구 수/미납,1,1
E1015052,9,해지,1,1
E1015053,6,청구 수/미납,1,1
E1015054,3,채널,1,1
E1015055,10,혜택,1,1
E1015056,12,업무협조,5,2
E1015057,4,이용,1,1
E1015058,12,업무협조,2,2
E1015059,1,가입,1,1
E1015060,6,청구 수/미납,2,2
E1015061,7,AS,1,1
E1015061,8,품질,1,1
E1015061,12,업무협조,2,1
E1015062,12,업무협조,1,1
E1015063,12,업무협조,1,1
E1015064,12,업무협조,1,1
E1015065,6,청구 수/미납,1,1
E1015066,4,이용,1,1
E1015067,5,변경/조회,1,1
E1015068,5,변경/조회,2,2
E1015068,12,업무협조,1,1
E1015069,1,가입,1,1
E1015070,10,혜택,1,1
E1015071,4,이용,1,1
E1015071,6,청구 수/미납,1,1
E1015071,10,혜택,1,1
E1015071,12,업무협조,1,1
E1015072,2,개통,2,2
E1015072,5,변경/조회,1,1
E1015073,8,품질,1,1
E1015074,6,청구 수/미납,1,1
E1015075,5,변경/조회,1,1
E1015076,9,해지,1,1
E1015077,6,청구 수/미납,1,1
E1015078,6,청구 수/미납,1,1
E1015079,9,해지,1,1
E1015079,12,업무협조,1,1
E1015080,5,변경/조회,1,1
E1015080,11,정보보호/언론보도,1,1
E1015081,1,가입,1,1
E1015082,6,청구 수/미납,1,1
E1015082,8,품질,2,1
E1015083,4,이용,2,2
E1015083,9,해지,3,2
E1015084,5,변경/조회,1,1
E1015085,1,가입,1,1
E1015086,9,해지,2,1
E1015087,8,품질,1,1
E1015087,12,업무협조,1,1
E1015088,10,혜택,1,1
E1015089,7,AS,2,1
E1015089,8,품질,2,2
E1015090,6,청구 수/미납,1,1
E1015091,9,해지,1,1
E1015092,6,청구 수/미납,1,1
E1015092,9,해지,1,1
E1015092,12,업무협조,2,1
E1015093,5,변경/조회,1,1
E1015093,12,업무협조,1,1
E1015094,5,변경/조회,1,1
E1015095,5,변경/조회,1,1
E1015096,9,해지,1,1
E1015097,9,해지,2,1
E1015098,9,해지,1,1
E1015099,4,이용,1,1
E1015099,12,업무협조,1,1
E1015100,9,해지,1,1
E1015101,8,품질,1,1
E1015101,12,업무협조,1,1
E1015102,4,이용,1,1
E1015103,12,업무협조,1,1
E1015104,3,채널,1,1
E1015105,9,해지,1,1
E1015106,9,해지,1,1
E1015107,9,해지,2,1
E1015108,9,해지,1,1
E1015109,9,해지,1,1
E1015110,10,혜택,1,1
E1015111,1,가입,1,1
E1015111,5,변경/조회,1,1
E1015111,12,업무협조,1,1
E1015112,11,정보보호/언론보도,1,1
E1015113,2,개통,1,1
E1015114,3,채널,1,1
E1015115,4,이용,1,1
E1015116,1,가입,1,1
E1015117,11,정보보호/언론보도,1,1
E1015118,12,업무협조,1,1
E1015119,5,변경/조회,1,1
E1015120,1,가입,1,1
E1015120,4,이용,1,1
E1015120,5,변경/조회,1,1
E1015120,12,업무협조,1,1
E1015121,5,변경/조회,1,1
E1015122,6,청구 수/미납,1,1
E1015123,1,가입,1,1
E1015124,6,청구 수/미납,1,1
E1015125,8,품질,1,1
E1015126,6,청구 수/미납,1,1
E1015127,4,이용,1,1
E1015128,9,해지,1,1
E1015129,9,해지,3,3
E1015129,12,업무협조,1,1
E1015130,12,업무협조,1,1
E1015131,9,해지,1,1
E1015132,3,채널,1,1
E1015132,5,변경/조회,1,1
E1015132,9,해지,2,2
E1015133,1,가입,1,1
E1015134,3,채널,1,1
E1015134,9,해지,1,1
E1015134,12,업무협조,1,1
E1015135,3,채널,1,1
E1015135,5,변경/조회,1,1
E1015135,9,해지,1,1
E1015136,12,업무협조,1,1
E1015137,9,해지,1,1
E1015138,6,청구 수/미납,2,1
E1015139,9,해지,1,1
E1015140,4,이용,1,1
E1015141,4,이용,2,1
E1015142,3,채널,1,1
E1015142,6,청구 수/미납,1,1
E1015143,4,이용,1,1
E1015144,3,채널,1,1
E1015144,9,해지,1,1
E1015144,12,업무협조,1,1
E1015145,1,가입,1,1
E1015146,5,변경/조회,1,1
E1015147,4,이용,1,1
E1015148,8,품질,1,1
E1015149,5,변경/조회,1,1
E1015150,7,AS,1,1
E1015150,8,품질,1,1
E1015150,12,업무협조,1,1
E1015151,5,변경/조회,1,1
E1015152,9,해지,2,1
E1015153,5,변경/조회,1,1
E1015154,4,이용,1,1
E1015154,12,업무협조,1,1
E1015155,5,변경/조회,2,1
E1015156,9,해지,1,1
E1015157,6,청구 수/미납,1,1
E1015158,12,업무협조,2,2
E1015159,8,품질,1,1
E1015160,6,청구 수/미납,1,1
E1015160,12,업무협조,1,1
E1015161,2,개통,1,1
E1015161,5,변경/조회,1,1
E1015162,8,품질,1,1
E1015162,12,업무협조,1,1
E1015163,7,AS,1,1
E1015163,8,품질,1,1
E1015164,12,업무협조,1,1
E1015165,5,변경/조회,1,1
E1015165,9,해지,2,1
E1015166,3,채널,1,1
E1015166,9,해지,1,1
E1015167,4,이용,1,1
E1015168,11,정보보호/언론보도,1,1
E1015169,10,혜택,1,1
E1015169,12,업무협조,3,2
E1015170,6,청구 수/미납,4,4
E1015170,12,업무협조,1,1
E1015171,1,가입,1,1
E1015172,12,업무협조,1,1
E1015173,9,해지,1,1
E1015174,12,업무협조,1,1
E1015175,12,업무협조,1,1
E1015176,5,변경/조회,1,1
E1015177,8,품질,2,2
E1015178,6,청구 수/미납,1,1
E1015179,12,업무협조,1,1
E1015180,1,가입,2,1
E1015180,5,변경/조회,1,1
E1015180,12,업무협조,2,1
E1015181,12,업무협조,1,1
E1015182,6,청구 수/미납,2,1
E1015182,12,업무협조,1,1
E1015183,7,AS,1,1
E1015183,8,품질,1,1
E1015184,6,청구 수/미납,1,1
E1015185,10,혜택,1,1
E1015186,12,업무협조,1,1
E1015187,6,청구 수/미납,1,1
E1015187,12,업무협조,1,1
E1015188,9,해지,1,1
E1015189,3,채널,1,1
E1015190,6,청구 수/미납,1,1
E1015191,9,해지,1,1
E1015192,9,해지,1,1
E1015193,1,가입,1,1
E1015194,9,해지,1,1
E1015195,8,품질,1,1
E1015195,12,업무협조,1,1
E1015196,9,해지,1,1
E1015197,9,해지,1,1
E1015198,1,가입,1,1
E1015199,5,변경/조회,1,1
E1015200,6,청구 수/미납,1,1
E1015201,12,업무협조,1,1
E1015202,9,해지,1,1
E1015203,1,가입,1,1
E1015204,1,가입,1,1
E1015205,1,가입,1,1
E1015206,5,변경/조회,1,1
E1015206,12,업무협조,1,1
E1015207,9,해지,1,1
E1015208,6,청구 수/미납,1,1
E1015208,8,품질,2,2
E1015209,9,해지,1,1
E1015210,9,해지,3,2
E1015211,9,해지,1,1
E1015212,5,변경/조회,1,1
E1015213,8,품질,1,1
E1015214,8,품질,1,1
E1015215,4,이용,1,1
E1015216,9,해지,1,1
E1015217,5,변경/조회,1,1
E1015218,9,해지,1,1
E1015219,1,가입,1,1
E1015219,8,품질,1,1
E1015219,12,업무협조,1,1
E1015220,5,변경/조회,1,1
E1015221,9,해지,1,1
E1015222,6,청구 수/미납,1,1
E1015223,7,AS,1,1
E1015223,8,품질,1,1
E1015224,2,개통,1,1
E1015225,9,해지,1,1
E1015226,6,청구 수/미납,1,1
E1015227,9,해지,1,1
E1015228,8,품질,1,1
E1015229,6,청구 수/미납,2,2
E1015230,9,해지,1,1
E1015231,9,해지,1,1
E1015232,1,가입,1,1
E1015232,12,업무협조,1,1
E1015233,7,AS,1,1
E1015233,8,품질,1,1
E1015234,6,청구 수/미납,1,1
